PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",0,1756296780993,1756296781373,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",1,1756296781232,1756296781335,I,73, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",2,1756296781474,1756296781615, ,32, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",3,1756296782009,1756296782102,Backspace,8, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",4,1756296782172,1756296782252,Backspace,8, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",5,1756296782327,1756296782411,Backspace,8, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",6,1756296782444,1756296782478,Backspace,8, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",7,1756296782797,1756296784044,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",8,1756296783303,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",9,1756296783335,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",10,1756296783366,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",11,1756296783397,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",12,1756296783429,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",13,1756296783476,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",14,1756296783508,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",15,1756296783539,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",16,1756296783571,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",17,1756296783602,0,Shift,16, weekly, physical-keyboard,0,1
6614435124bf16e7a24f9662,prompt-to-text,0,4,5,Write me a daily routine with workout and wake up routine.,"[11,24];[30,38];[42,57]","[25,30]",18,1756296783634,0,Shift,16, weekly, physical-keyboard,0,1
