PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",0,1756285068768,1756285069094,Shift,16, monthly, physical-keyboard,0,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",1,1756285068964,1756285069070,A,65, monthly, physical-keyboard,0,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",2,1756285069159,1756285069187, ,32, monthly, physical-keyboard,1,0
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",3,1756285069283,1756285069344,c,67, monthly, physical-keyboard,2,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",4,1756285069408,1756285069487,a,65, monthly, physical-keyboard,3,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",5,1756285069604,1756285069675,t,84, monthly, physical-keyboard,4,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",6,1756285069760,1756285069800, ,32, monthly, physical-keyboard,5,0
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",7,1756285070023,1756285070091,w,87, monthly, physical-keyboard,6,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",8,1756285070186,1756285070249,e,69, monthly, physical-keyboard,7,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",9,1756285070655,1756285070715,a,65, monthly, physical-keyboard,8,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",10,1756285070842,1756285070912,r,82, monthly, physical-keyboard,9,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",11,1756285070995,1756285071104,i,73, monthly, physical-keyboard,10,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",12,1756285071066,1756285071137,n,78, monthly, physical-keyboard,11,1
5d3b0da8a884020001881773,prompt-to-text,0,1,1,"A cat wearing a wizard hat, sitting on a stack of glowing ancient books, casting tiny sparkling spells into the air, in a cosy magical library, whimsical and enchanting atmosphere.","[2,26]","[73,102]",13,1756285071171,1756285071225,g,71, monthly, physical-keyboard,12,1
