PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",0,1756240376398,1756240376515,c,67, rarely, physical-keyboard,0,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",1,1756240376652,1756240376804,r,82, rarely, physical-keyboard,1,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",2,1756240376716,1756240376829,e,69, rarely, physical-keyboard,2,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",3,1756240376766,1756240376897,a,65, rarely, physical-keyboard,3,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",4,1756240376925,1756240377043,t,84, rarely, physical-keyboard,4,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",5,1756240377001,1756240377094,e,69, rarely, physical-keyboard,5,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",6,1756240377054,1756240377139, ,32, rarely, physical-keyboard,6,0
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",7,1756240377178,1756240377278,a,65, rarely, physical-keyboard,7,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",8,1756240377242,1756240377328, ,32, rarely, physical-keyboard,8,0
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",9,1756240377511,1756240377615,t,84, rarely, physical-keyboard,9,1
60f23a36acf5f6c70e990efd,prompt-to-text,1,6,5,"create a text explaining someone in a big city/country, how complicated and worse life is on the Azores, despite everything being so natural and beautiful. focus on how living here is bad in general, and how literally everything is harder to access/get, including health professionals/hospitals.","[0,105];[105,154];[253,295]","[156,198];[200,252]",10,1756240377588,1756240377682,e,69, rarely, physical-keyboard,10,1
