PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",0,1756260040183,1756260040409,Shift,16, daily, physical-keyboard,0
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",1,1756260040338,1756260040409,C,67, daily, physical-keyboard,0
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",2,1756260040656,1756260040735,r,82, daily, physical-keyboard,1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",3,1756260040694,1756260040823,e,69, daily, physical-keyboard,2
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",4,1756260040969,1756260041055,a,65, daily, physical-keyboard,3
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",5,1756260041112,1756260041191,t,84, daily, physical-keyboard,4
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",6,1756260041142,1756260041262,e,69, daily, physical-keyboard,5
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",7,1756260041302,1756260041415, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",8,1756260041616,1756260041734,a,65, daily, physical-keyboard,7
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",9,1756260041694,1756260041800,n,78, daily, physical-keyboard,8
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",10,1756260041970,1756260042063, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",11,1756260042250,1756260042598,Shift,16, daily, physical-keyboard,10
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",12,1756260042440,1756260042535,I,73, daily, physical-keyboard,10
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",13,1756260042775,1756260042906,m,77, daily, physical-keyboard,12
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",14,1756260042907,1756260043032,a,65, daily, physical-keyboard,13
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",15,1756260043153,1756260043271,g,71, daily, physical-keyboard,14
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",16,1756260043223,1756260043343,e,69, daily, physical-keyboard,16
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",17,1756260043560,1756260043623,Backspace,8, daily, physical-keyboard,16
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",18,1756260043640,1756260043727,Backspace,8, daily, physical-keyboard,14
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",19,1756260043750,1756260043807,Backspace,8, daily, physical-keyboard,13
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",20,1756260043872,1756260043918,Backspace,8, daily, physical-keyboard,12
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",21,1756260044278,1756260044342,Backspace,8, daily, physical-keyboard,10
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",22,1756260044537,1756260044632,i,73, daily, physical-keyboard,10
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",23,1756260044567,1756260044686,m,77, daily, physical-keyboard,12
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",24,1756260044648,1756260044766,a,65, daily, physical-keyboard,13
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",25,1756260044743,1756260044878,e,69, daily, physical-keyboard,14
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",26,1756260044936,1756260045031, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",27,1756260048912,1756260049008,Backspace,8, daily, physical-keyboard,14
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",28,1756260049104,1756260049192,Backspace,8, daily, physical-keyboard,13
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",29,1756260049295,1756260049368,Backspace,8, daily, physical-keyboard,12
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",30,1756260049856,1756260049951,a,65, daily, physical-keyboard,12
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",31,1756260049958,1756260050064,g,71, daily, physical-keyboard,13
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",32,1756260050014,1756260050118,e,69, daily, physical-keyboard,14
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",33,1756260050094,1756260050191, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",34,1756260050231,1756260050301,t,84, daily, physical-keyboard,16
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",35,1756260050294,1756260050353,h,72, daily, physical-keyboard,17
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",36,1756260050353,1756260050445,a,65, daily, physical-keyboard,18
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",37,1756260050423,1756260050501,t,84, daily, physical-keyboard,19
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",38,1756260050486,1756260050583, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",39,1756260050663,1756260050758,i,73, daily, physical-keyboard,21
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",40,1756260050775,1756260050879,s,83, daily, physical-keyboard,22
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",41,1756260050920,1756260051018, ,32, daily, physical-keyboard,-1
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",42,1756260051019,1756260051080,i,73, daily, physical-keyboard,24
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",43,1756260051448,1756260051520,Backspace,8, daily, physical-keyboard,24
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",44,1756260051655,1756260051760,m,77, daily, physical-keyboard,24
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",45,1756260051697,1756260051806,o,79, daily, physical-keyboard,25
6527f153bea7b2d7c0d556e4,image-to-prompt,0,1,3,"Create an image that is modern, has a man and a women working at their office desk next to each other, two large windows in front of them, good lighting, and a lamp at the corner of their desks.","[0,102]","[103,194]",46,1756260051791,1756260051886,d,68, daily, physical-keyboard,26
