PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",0,1756290951579,1756290951646,c,67, weekly, physical-keyboard,0
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",1,1756290951712,1756290951806,r,82, weekly, physical-keyboard,1
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",2,1756290951886,1756290951970,e,69, weekly, physical-keyboard,2
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",3,1756290952016,1756290952098,a,65, weekly, physical-keyboard,3
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",4,1756290952204,1756290952280,t,84, weekly, physical-keyboard,4
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",5,1756290952386,1756290952519,e,69, weekly, physical-keyboard,5
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",6,1756290952538,1756290952590, ,32, weekly, physical-keyboard,6
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",7,1756290952738,1756290952850,a,65, weekly, physical-keyboard,7
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",8,1756290952858,1756290952968, ,32, weekly, physical-keyboard,8
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",9,1756290953078,1756290953144,l,76, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",10,1756290953286,1756290953368,i,73, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",11,1756290953394,1756290953506,s,83, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",12,1756290953578,1756290953676,t,84, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",13,1756290953744,1756290953822, ,32, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",14,1756290954285,1756290954362,o,79, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",15,1756290954544,1756290954610,f,70, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",16,1756290954832,1756290954966, ,32, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",17,1756290958830,1756290960779,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",18,1756290959342,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",19,1756290959374,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",20,1756290959406,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",21,1756290959437,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",22,1756290959468,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",23,1756290959499,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",24,1756290959530,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",25,1756290959561,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",26,1756290959608,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",27,1756290959639,0,Control,17, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",28,1756290959657,1756290960776,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",29,1756290960168,0,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",30,1756290960199,0,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",31,1756290960231,0,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",32,1756290960262,0,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",33,1756290960293,0,Shift,16, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",34,1756290960316,1756290960432,ArrowLeft,37, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",35,1756290960552,1756290960640,ArrowLeft,37, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",36,1756290961099,1756290961218,r,82, weekly, physical-keyboard,9
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",37,1756290961242,1756290961346,e,69, weekly, physical-keyboard,10
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",38,1756290961354,1756290961452,m,77, weekly, physical-keyboard,11
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",39,1756290961580,1756290961648,i,73, weekly, physical-keyboard,12
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",40,1756290961988,1756290962080,n,78, weekly, physical-keyboard,13
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",41,1756290962136,1756290962269,d,68, weekly, physical-keyboard,14
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",42,1756290962254,1756290962358,e,69, weekly, physical-keyboard,15
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",43,1756290962474,1756290962536,r,82, weekly, physical-keyboard,16
673d0377254c407e5da57f97,text-to-prompt,0,3,4,create a reminder list of all the due submissions,"[9,22]","[34,50]",44,1756290962682,1756290962804, ,32, weekly, physical-keyboard,17
