PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",0,1756298997227,1756298997303,i,73, daily, physical-keyboard,0,0,0,1,76.0,,,1717.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",1,1756298997379,1756298998944,CapsLock,20, daily, physical-keyboard,-1,0,0,0,1565.0,152.0,1641.0,125.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",2,1756298997401,1756298997504, ,32, daily, physical-keyboard,0,0,0,1,103.0,22.0,,272.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",3,1756298997554,1756298997673,W,87, daily, physical-keyboard,0,0,0,1,119.0,153.0,169.0,182.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",4,1756298997614,1756298997736,O,79, daily, physical-keyboard,0,0,0,1,122.0,60.0,63.0,178.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",5,1756298997700,1756298997792,U,85, daily, physical-keyboard,0,0,0,1,92.0,86.0,56.0,486.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",6,1756298998130,1756298998186,Backspace,8, daily, physical-keyboard,0,0,0,1,56.0,430.0,394.0,144.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",7,1756298998212,1756298998274,Backspace,8, daily, physical-keyboard,0,0,0,1,62.0,82.0,88.0,203.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",8,1756298998355,1756298998415,Backspace,8, daily, physical-keyboard,0,0,0,1,60.0,143.0,141.0,195.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",9,1756298998487,1756298998550,Backspace,8, daily, physical-keyboard,0,0,0,1,63.0,132.0,135.0,209.0
65cf6d8a589a67afcab54e6f,prompt-to-text,1,6,5,I would like you to create a simple article that I'll use in the blog section of my portfolio website. This article should be about SEO tips.,"[29,43];[132,140]","[54,77]",10,1756298998613,1756298998696,Backspace,8, daily, physical-keyboard,0,0,0,1,83.0,126.0,146.0,331.0
