PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",0,1756283475400,1756283475551,w,87, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",1,1756283475867,1756283476021,r,82, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",2,1756283476031,1756283476161,i,73, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",3,1756283476140,1756283476324,t,84, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",4,1756283476238,1756283476445,e,69, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",5,1756283476368,1756283476515, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",6,1756283476467,1756283476669,i,73, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",7,1756283476572,1756283476731,n,78, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",8,1756283476672,1756283476873, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",9,1756283477199,1756283477369,a,65, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",10,1756283477344,1756283477541, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",11,1756283477476,1756283477624,f,70, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",12,1756283477647,1756283477789,o,79, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",13,1756283477722,1756283477838,r,82, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",14,1756283477894,1756283478026,m,77, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",15,1756283478031,1756283478172,a,65, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",16,1756283478177,1756283478313,l,76, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",17,1756283478318,1756283478487, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",18,1756283478602,1756283478730,m,77, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",19,1756283478720,1756283478820,a,65, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",20,1756283478970,1756283479076,t,84, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",21,1756283479145,1756283479288,t,84, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",22,1756283479238,1756283479485,e,69, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",23,1756283479386,1756283479545,r,82, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",24,1756283479794,1756283479910,",",188, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",25,1756283480077,1756283480274, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",26,1756283480443,1756283480629,e,69, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",27,1756283482759,1756283482926,m,77, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",28,1756283482914,1756283483069,a,65, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",29,1756283483508,1756283483602,i,73, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",30,1756283483783,1756283483923,l,76, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",31,1756283483953,1756283484092, ,32, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",32,1756283484439,1756283484673,l,76, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",33,1756283484614,1756283484775,i,73, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",34,1756283484873,1756283485011,k,75, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",35,1756283485096,1756283485261,e,69, rarely, physical-keyboard
6150ca3f37e1fe330f70311d,text-to-prompt,0,1,5,"write in a formal matter, email like, with a clear subject, that this email is a reminder that all q3 documents need to be reported by friday noon, and uploaded to a shared folder","[81,146]","[38,58]",36,1756283485535,1756283485654,",",188, rarely, physical-keyboard
